month,issuer_bank,success_rate,sr_baseline,volume_share,share_baseline,sr_delta,rate_effect,mix_effect,failed_value_inr
2024-10-01,PNB,0.904213,0.9046905098545306,0.076245,0.07663738849788304,-0.000478,-3.66e-05,1.002e-05,805756.62
2024-10-01,KOTAK,0.952647,0.9526098065458085,0.059638,0.059770807062249194,3.7e-05,2.22e-06,-2.97e-06,282937.63
2024-10-01,YES,0.938855,0.9389032939594737,0.037462,0.037863086381506324,-4.8e-05,-1.83e-06,-3.48e-06,221144.69
2024-11-01,UNION,0.90442,0.9005340664896979,0.045219,0.04602475772424416,0.003886,0.00017885,2.393e-05,454159.83
2024-11-01,PAYTM_PB,0.9302,0.9361504907306434,0.026363,0.026674695255424024,-0.00595,-0.00015873,-1.84e-06,188155.92
2024-11-01,AXIS,0.948403,0.9469212935675272,0.093771,0.09253603047373037,0.001482,0.00013711,2.061e-05,556605.65
2024-11-01,HDFC,0.959827,0.9589587771571062,0.148526,0.14815218829949545,0.000868,0.00012863,1.074e-05,661732.45
2024-11-01,IDFC,0.943039,0.947259891802722,0.029586,0.029977034163681398,-0.004221,-0.00012653,-6.66e-06,167497.27
2024-11-01,SBI,0.917201,0.9178093529104172,0.192805,0.1933122728323901,-0.000608,-0.0001176,6.3e-06,1644414.91
2024-11-01,RRB_GRAMIN,0.864272,0.8667256719616155,0.046406,0.046834161645162554,-0.002454,-0.00011492,2.719e-05,572097.85
2024-11-01,PNB,0.903269,0.9046905098545306,0.077733,0.07663738849788304,-0.001422,-0.00010894,-2.799e-05,836445.83
2024-11-01,YES,0.93829,0.9389032939594737,0.037648,0.037863086381506324,-0.000613,-2.322e-05,-1.86e-06,244495.32
2024-11-01,ICICI,0.956144,0.9559988608119304,0.112339,0.1123537000594872,0.000145,1.631e-05,-3.8e-07,501473.32
2024-11-01,CANARA,0.906876,0.906629914405919,0.0495,0.05012777382650976,0.000246,1.234e-05,1.482e-05,425692.91
2024-11-01,AU_SFB,0.928391,0.9288928043293585,0.023328,0.023113463448831563,-0.000502,-1.16e-05,-2.9e-07,173527.15
2024-11-01,BOB,0.910798,0.9106099330858838,0.056761,0.05662264032940485,0.000188,1.065e-05,-2.72e-06,537398.33
2024-11-01,KOTAK,0.952747,0.9526098065458085,0.060014,0.059770807062249194,0.000137,8.2e-06,5.44e-06,346199.69
2024-12-01,PNB,0.900063,0.9046905098545306,0.076282,0.07663738849788304,-0.004628,-0.00035464,9.08e-06,847694.7
2024-12-01,UNION,0.905614,0.9005340664896979,0.046449,0.04602475772424416,0.00508,0.0002338,-1.26e-05,403161.9
2024-12-01,AXIS,0.944927,0.9469212935675272,0.091813,0.09253603047373037,-0.001994,-0.00018454,-1.206e-05,594765.18
2024-12-01,CANARA,0.909502,0.906629914405919,0.049873,0.05012777382650976,0.002872,0.00014397,6.01e-06,506900.28
2024-12-01,IDFC,0.951563,0.947259891802722,0.029891,0.029977034163681398,0.004303,0.00012899,-1.46e-06,150192.95
2024-12-01,RRB_GRAMIN,0.86495,0.8667256719616155,0.04704,0.046834161645162554,-0.001776,-8.316e-05,-1.307e-05,562342.07
2024-12-01,KOTAK,0.953938,0.9526098065458085,0.059739,0.059770807062249194,0.001328,7.939e-05,-7.1e-07,310436.23
2024-12-01,SBI,0.917476,0.9178093529104172,0.193259,0.1933122728323901,-0.000333,-6.444e-05,6.6e-07,1652221.6
2024-12-01,AU_SFB,0.931124,0.9288928043293585,0.022844,0.023113463448831563,0.002231,5.157e-05,3.6e-07,159318.81
2024-12-01,YES,0.937643,0.9389032939594737,0.038737,0.037863086381506324,-0.00126,-4.772e-05,7.57e-06,233706.41
2024-12-01,PAYTM_PB,0.937075,0.9361504907306434,0.026589,0.026674695255424024,0.000925,2.466e-05,-5.1e-07,206051.38
2024-12-01,ICICI,0.956144,0.9559988608119304,0.111252,0.1123537000594872,0.000145,1.631e-05,-2.838e-05,503801.63
2024-12-01,HDFC,0.958898,0.9589587771571062,0.149169,0.14815218829949545,-6.1e-05,-9e-06,2.921e-05,661494.72
2024-12-01,BOB,0.910739,0.9106099330858838,0.057061,0.05662264032940485,0.000129,7.31e-06,-8.6e-06,581639.37
2025-01-01,SBI,0.919553,0.9178093529104172,0.192231,0.1933122728323901,0.001744,0.00033707,1.344e-05,1441088.09
2025-01-01,PNB,0.908408,0.9046905098545306,0.076938,0.07663738849788304,0.003717,0.0002849,-7.68e-06,640080.17
2025-01-01,UNION,0.894914,0.9005340664896979,0.04595,0.04602475772424416,-0.00562,-0.00025866,2.22e-06,438143.13
2025-01-01,HDFC,0.957257,0.9589587771571062,0.148464,0.14815218829949545,-0.001702,-0.00025212,8.96e-06,690884.37
2025-01-01,RRB_GRAMIN,0.870691,0.8667256719616155,0.046655,0.046834161645162554,0.003965,0.00018571,1.138e-05,507690.49
2025-01-01,KOTAK,0.95039,0.9526098065458085,0.059964,0.059770807062249194,-0.00222,-0.00013268,4.32e-06,280779.09
2025-01-01,AU_SFB,0.92444,0.9288928043293585,0.022804,0.023113463448831563,-0.004453,-0.00010292,4.2e-07,137602.65
2025-01-01,BOB,0.909371,0.9106099330858838,0.056601,0.05662264032940485,-0.001239,-7.015e-05,4.2e-07,561068.62
2025-01-01,IDFC,0.949293,0.947259891802722,0.030545,0.029977034163681398,0.002033,6.095e-05,9.67e-06,159818.81
2025-01-01,PAYTM_PB,0.934419,0.9361504907306434,0.027483,0.026674695255424024,-0.001731,-4.619e-05,4.78e-06,175152.63
2025-01-01,YES,0.939882,0.9389032939594737,0.037623,0.037863086381506324,0.000979,3.706e-05,-2.08e-06,216076.7
2025-01-01,AXIS,0.946615,0.9469212935675272,0.09134,0.09253603047373037,-0.000306,-2.834e-05,-1.996e-05,468354.57
2025-01-01,CANARA,0.906341,0.906629914405919,0.050287,0.05012777382650976,-0.000289,-1.448e-05,-3.76e-06,445132.39
2025-01-01,ICICI,0.956016,0.9559988608119304,0.113115,0.1123537000594872,1.7e-05,1.93e-06,1.961e-05,513522.77
2025-02-01,ICICI,0.953582,0.9559988608119304,0.111957,0.1123537000594872,-0.002417,-0.00027154,-1.022e-05,513142.65
2025-02-01,UNION,0.904941,0.9005340664896979,0.046006,0.04602475772424416,0.004407,0.00020283,5.6e-07,389013.55
2025-02-01,YES,0.944209,0.9389032939594737,0.037146,0.037863086381506324,0.005306,0.00020089,-6.21e-06,186116.28
2025-02-01,IDFC,0.952231,0.947259891802722,0.030105,0.029977034163681398,0.004971,0.00014902,2.18e-06,148056.53
2025-02-01,AU_SFB,0.924096,0.9288928043293585,0.023202,0.023113463448831563,-0.004797,-0.00011087,-1.2e-07,183492.18
2025-02-01,AXIS,0.946112,0.9469212935675272,0.093585,0.09253603047373037,-0.000809,-7.489e-05,1.75e-05,533782.52
2025-02-01,CANARA,0.907996,0.906629914405919,0.05036,0.05012777382650976,0.001366,6.848e-05,-5.48e-06,431720.05
2025-02-01,SBI,0.918127,0.9178093529104172,0.191575,0.1933122728323901,0.000318,6.141e-05,2.159e-05,1498767.06
2025-02-01,KOTAK,0.951785,0.9526098065458085,0.059816,0.059770807062249194,-0.000825,-4.93e-05,1.01e-06,256309.16
2025-02-01,HDFC,0.958681,0.9589587771571062,0.149418,0.14815218829949545,-0.000278,-4.115e-05,3.636e-05,657253.81
2025-02-01,BOB,0.909987,0.9106099330858838,0.056727,0.05662264032940485,-0.000623,-3.527e-05,-2.05e-06,465495.65
2025-02-01,PAYTM_PB,0.935086,0.9361504907306434,0.026524,0.026674695255424024,-0.001064,-2.839e-05,-8.9e-07,175294.41
2025-02-01,RRB_GRAMIN,0.86728,0.8667256719616155,0.046696,0.046834161645162554,0.000554,2.596e-05,8.77e-06,561405.9
2025-02-01,PNB,0.904479,0.9046905098545306,0.076884,0.07663738849788304,-0.000212,-1.621e-05,-6.3e-06,682904.16
2025-03-01,RRB_GRAMIN,0.859266,0.8667256719616155,0.045994,0.046834161645162554,-0.00746,-0.00034937,5.336e-05,691069.26
2025-03-01,SBI,0.916554,0.9178093529104172,0.19223,0.1933122728323901,-0.001255,-0.00024268,1.345e-05,1731902.04
2025-03-01,BOB,0.907406,0.9106099330858838,0.057795,0.05662264032940485,-0.003204,-0.00018142,-2.301e-05,630329.6
2025-03-01,PNB,0.903464,0.9046905098545306,0.077483,0.07663738849788304,-0.001227,-9.4e-05,-2.16e-05,811812.51
2025-03-01,AXIS,0.945924,0.9469212935675272,0.092547,0.09253603047373037,-0.000997,-9.229e-05,1.8e-07,560422.09
2025-03-01,YES,0.941054,0.9389032939594737,0.037251,0.037863086381506324,0.002151,8.143e-05,-5.3e-06,243114.2
2025-03-01,HDFC,0.958422,0.9589587771571062,0.150416,0.14815218829949545,-0.000537,-7.952e-05,6.502e-05,754593.94
2025-03-01,CANARA,0.90569,0.906629914405919,0.049065,0.05012777382650976,-0.00094,-4.712e-05,2.509e-05,501937.12
2025-03-01,UNION,0.901178,0.9005340664896979,0.045189,0.04602475772424416,0.000644,2.964e-05,2.482e-05,497203.94
2025-03-01,AU_SFB,0.929939,0.9288928043293585,0.02216,0.023113463448831563,0.001046,2.418e-05,1.28e-06,185896.92
2025-03-01,KOTAK,0.953006,0.9526098065458085,0.059482,0.059770807062249194,0.000396,2.368e-05,-6.46e-06,319574.16
2025-03-01,ICICI,0.955869,0.9559988608119304,0.114242,0.1123537000594872,-0.00013,-1.459e-05,4.865e-05,572494.35
2025-03-01,PAYTM_PB,0.9362,0.9361504907306434,0.026393,0.026674695255424024,5e-05,1.32e-06,-1.67e-06,178087.53
2025-03-01,IDFC,0.947249,0.947259891802722,0.029751,0.029977034163681398,-1.1e-05,-3.3e-07,-3.85e-06,192687.5
2025-04-01,RRB_GRAMIN,0.854569,0.8667256719616155,0.04573,0.046834161645162554,-0.012157,-0.00056935,7.013e-05,745876.29
2025-04-01,SBI,0.918939,0.9178093529104172,0.191028,0.1933122728323901,0.00113,0.00021837,2.839e-05,1743754.4
2025-04-01,ICICI,0.957279,0.9559988608119304,0.113483,0.1123537000594872,0.00128,0.00014383,2.909e-05,563412.37
2025-04-01,YES,0.941792,0.9389032939594737,0.038046,0.037863086381506324,0.002889,0.00010938,1.59e-06,261721.19
2025-04-01,HDFC,0.959697,0.9589587771571062,0.14951,0.14815218829949545,0.000738,0.00010937,3.9e-05,729999.66
2025-04-01,AU_SFB,0.933493,0.9288928043293585,0.022922,0.023113463448831563,0.0046,0.00010633,2.6e-07,147373.57
2025-04-01,BOB,0.908754,0.9106099330858838,0.057459,0.05662264032940485,-0.001856,-0.00010509,-1.641e-05,640686.02
2025-04-01,KOTAK,0.953916,0.9526098065458085,0.061466,0.059770807062249194,0.001306,7.807e-05,3.793e-05,319039.97
2025-04-01,PNB,0.903833,0.9046905098545306,0.077404,0.07663738849788304,-0.000858,-6.572e-05,-1.958e-05,865959.94
2025-04-01,AXIS,0.947298,0.9469212935675272,0.09225,0.09253603047373037,0.000377,3.486e-05,-4.77e-06,551375.93
2025-04-01,PAYTM_PB,0.934898,0.9361504907306434,0.026475,0.026674695255424024,-0.001252,-3.341e-05,-1.18e-06,179012.97
2025-04-01,IDFC,0.948329,0.947259891802722,0.030101,0.029977034163681398,0.001069,3.205e-05,2.11e-06,191324.06
2025-04-01,UNION,0.899969,0.9005340664896979,0.044724,0.04602475772424416,-0.000565,-2.601e-05,3.864e-05,481080.27
2025-04-01,CANARA,0.906589,0.906629914405919,0.049401,0.05012777382650976,-4.1e-05,-2.05e-06,1.716e-05,531845.71
2025-05-01,RRB_GRAMIN,0.858449,0.8667256719616155,0.046822,0.046834161645162554,-0.008277,-0.00038763,7.7e-07,648852.33
2025-05-01,ICICI,0.954146,0.9559988608119304,0.112319,0.1123537000594872,-0.001853,-0.00020818,-8.9e-07,577462.72
2025-05-01,CANARA,0.910624,0.906629914405919,0.049128,0.05012777382650976,0.003994,0.00020021,2.36e-05,463586.35
2025-05-01,SBI,0.918714,0.9178093529104172,0.19093,0.1933122728323901,0.000905,0.00017488,2.96e-05,1652420.8
2025-05-01,AXIS,0.94544,0.9469212935675272,0.092878,0.09253603047373037,-0.001481,-0.00013707,5.71e-06,569143.79
2025-05-01,PNB,0.903032,0.9046905098545306,0.077997,0.07663738849788304,-0.001659,-0.0001271,-3.473e-05,881208.4
2025-05-01,KOTAK,0.954398,0.9526098065458085,0.060785,0.059770807062249194,0.001788,0.00010688,2.269e-05,306050.39
2025-05-01,AU_SFB,0.933456,0.9288928043293585,0.022462,0.023113463448831563,0.004563,0.00010547,8.8e-07,175303.51
2025-05-01,YES,0.940897,0.9389032939594737,0.038489,0.037863086381506324,0.001994,7.549e-05,5.42e-06,269824.79
2025-05-01,UNION,0.899011,0.9005340664896979,0.044675,0.04602475772424416,-0.001523,-7.01e-05,4.009e-05,494377.39
2025-05-01,IDFC,0.945879,0.947259891802722,0.029404,0.029977034163681398,-0.001381,-4.14e-05,-9.76e-06,174789.02
2025-05-01,PAYTM_PB,0.935369,0.9361504907306434,0.026117,0.026674695255424024,-0.000781,-2.085e-05,-3.3e-06,176302.71
2025-05-01,BOB,0.910391,0.9106099330858838,0.057668,0.05662264032940485,-0.000219,-1.24e-05,-2.052e-05,560022.56
2025-05-01,HDFC,0.958896,0.9589587771571062,0.150325,0.14815218829949545,-6.3e-05,-9.3e-06,6.241e-05,691460.78
2025-06-01,RRB_GRAMIN,0.8585,0.8667256719616155,0.045437,0.046834161645162554,-0.008226,-0.00038524,8.873e-05,627684.83
2025-06-01,CANARA,0.912455,0.906629914405919,0.048386,0.05012777382650976,0.005825,0.000292,4.112e-05,466265.13
2025-06-01,AU_SFB,0.93551,0.9288928043293585,0.022136,0.023113463448831563,0.006617,0.00015295,1.31e-06,140137.82
2025-06-01,PNB,0.90319,0.9046905098545306,0.077778,0.07663738849788304,-0.001501,-0.000115,-2.914e-05,823950.45
2025-06-01,AXIS,0.945681,0.9469212935675272,0.091421,0.09253603047373037,-0.00124,-0.00011477,-1.86e-05,591825.21
2025-06-01,HDFC,0.959596,0.9589587771571062,0.151385,0.14815218829949545,0.000637,9.441e-05,9.285e-05,717557.17
2025-06-01,YES,0.940913,0.9389032939594737,0.037731,0.037863086381506324,0.00201,7.609e-05,-1.14e-06,236622.54
2025-06-01,IDFC,0.949653,0.947259891802722,0.029497,0.029977034163681398,0.002393,7.174e-05,-8.17e-06,197755.33
2025-06-01,SBI,0.9175,0.9178093529104172,0.193871,0.1933122728323901,-0.000309,-5.98e-05,-6.94e-06,1653145.31
2025-06-01,PAYTM_PB,0.937466,0.9361504907306434,0.026106,0.026674695255424024,0.001316,3.509e-05,-3.36e-06,183482.35
2025-06-01,BOB,0.911185,0.9106099330858838,0.057613,0.05662264032940485,0.000575,3.256e-05,-1.944e-05,580982.43
2025-06-01,UNION,0.899944,0.9005340664896979,0.044959,0.04602475772424416,-0.00059,-2.716e-05,3.166e-05,453099.21
2025-06-01,ICICI,0.955844,0.9559988608119304,0.112381,0.1123537000594872,-0.000155,-1.74e-05,7e-07,557049.3
2025-06-01,KOTAK,0.95266,0.9526098065458085,0.061299,0.059770807062249194,5e-05,3e-06,3.419e-05,315810.12
2025-07-01,RRB_GRAMIN,0.847771,0.8667256719616155,0.046325,0.046834161645162554,-0.018955,-0.00088773,3.234e-05,690769.05
2025-07-01,AXIS,0.945216,0.9469212935675272,0.093884,0.09253603047373037,-0.001705,-0.0001578,2.249e-05,544506.72
2025-07-01,UNION,0.897202,0.9005340664896979,0.043947,0.04602475772424416,-0.003332,-0.00015336,6.171e-05,509317.68
2025-07-01,YES,0.9429,0.9389032939594737,0.037972,0.037863086381506324,0.003997,0.00015133,9.4e-07,226250.52
2025-07-01,PNB,0.903049,0.9046905098545306,0.077284,0.07663738849788304,-0.001642,-0.0001258,-1.652e-05,853601.84
2025-07-01,CANARA,0.904869,0.906629914405919,0.047601,0.05012777382650976,-0.001761,-8.827e-05,5.965e-05,531075.12
2025-07-01,IDFC,0.948622,0.947259891802722,0.03044,0.029977034163681398,0.001362,4.083e-05,7.88e-06,175487.44
2025-07-01,SBI,0.917611,0.9178093529104172,0.192025,0.1933122728323901,-0.000198,-3.834e-05,1.6e-05,1639038.0
2025-07-01,KOTAK,0.95308,0.9526098065458085,0.060301,0.059770807062249194,0.00047,2.81e-05,1.186e-05,307513.08
2025-07-01,ICICI,0.955915,0.9559988608119304,0.114652,0.1123537000594872,-8.4e-05,-9.42e-06,5.921e-05,530951.55
2025-07-01,BOB,0.910729,0.9106099330858838,0.055424,0.05662264032940485,0.000119,6.74e-06,2.353e-05,507840.74
2025-07-01,PAYTM_PB,0.936356,0.9361504907306434,0.026026,0.026674695255424024,0.000206,5.48e-06,-3.84e-06,163613.2
2025-07-01,HDFC,0.958932,0.9589587771571062,0.15207,0.14815218829949545,-2.7e-05,-3.97e-06,0.00011253,621492.8
2025-07-01,AU_SFB,0.928744,0.9288928043293585,0.022048,0.023113463448831563,-0.000149,-3.44e-06,1.43e-06,169483.71
2025-08-01,SBI,0.824239,0.9178093529104172,0.192094,0.1933122728323901,-0.09357,-0.0180883,1.514e-05,3688339.85
2025-08-01,RRB_GRAMIN,0.848013,0.8667256719616155,0.045504,0.046834161645162554,-0.018713,-0.00087639,8.448e-05,763571.28
2025-08-01,ICICI,0.953747,0.9559988608119304,0.114894,0.1123537000594872,-0.002252,-0.000253,6.544e-05,656846.98
2025-08-01,HDFC,0.960473,0.9589587771571062,0.154117,0.14815218829949545,0.001514,0.00022434,0.00017132,829909.85
2025-08-01,CANARA,0.90259,0.906629914405919,0.047219,0.05012777382650976,-0.00404,-0.00020251,6.867e-05,563096.01
2025-08-01,UNION,0.9043,0.9005340664896979,0.043131,0.04602475772424416,0.003766,0.00017333,8.595e-05,459386.63
2025-08-01,BOB,0.91345,0.9106099330858838,0.056561,0.05662264032940485,0.00284,0.00016081,1.21e-06,564927.12
2025-08-01,PNB,0.902656,0.9046905098545306,0.076578,0.07663738849788304,-0.002035,-0.00015592,1.52e-06,856080.09
2025-08-01,AXIS,0.945309,0.9469212935675272,0.094189,0.09253603047373037,-0.001612,-0.0001492,2.758e-05,617037.63
2025-08-01,YES,0.942197,0.9389032939594737,0.037947,0.037863086381506324,0.003294,0.00012471,7.3e-07,243720.31
2025-08-01,PAYTM_PB,0.933947,0.9361504907306434,0.026365,0.026674695255424024,-0.002203,-5.878e-05,-1.83e-06,200768.5
2025-08-01,AU_SFB,0.930165,0.9288928043293585,0.021606,0.023113463448831563,0.001272,2.94e-05,2.03e-06,188241.08
2025-08-01,KOTAK,0.953078,0.9526098065458085,0.060134,0.059770807062249194,0.000468,2.798e-05,8.13e-06,310806.2
2025-08-01,IDFC,0.948117,0.947259891802722,0.029658,0.029977034163681398,0.000857,2.569e-05,-5.43e-06,178433.97
2025-09-01,SBI,0.731669,0.9178093529104172,0.191473,0.1933122728323901,-0.18614,-0.03598321,2.286e-05,6104054.86
2025-09-01,RRB_GRAMIN,0.845328,0.8667256719616155,0.044965,0.046834161645162554,-0.021398,-0.00100214,0.00011871,855061.83
2025-09-01,KOTAK,0.955211,0.9526098065458085,0.060153,0.059770807062249194,0.002601,0.00015548,8.55e-06,342228.16
2025-09-01,ICICI,0.956831,0.9559988608119304,0.115135,0.1123537000594872,0.000832,9.349e-05,7.165e-05,676094.41
2025-09-01,BOB,0.912259,0.9106099330858838,0.05762,0.05662264032940485,0.001649,9.337e-05,-1.957e-05,665113.88
2025-09-01,HDFC,0.95952,0.9589587771571062,0.152315,0.14815218829949545,0.000561,8.315e-05,0.00011957,790791.37
2025-09-01,PNB,0.905607,0.9046905098545306,0.077454,0.07663738849788304,0.000916,7.024e-05,-2.086e-05,995332.98
2025-09-01,CANARA,0.905348,0.906629914405919,0.048125,0.05012777382650976,-0.001282,-6.426e-05,4.728e-05,556892.5
2025-09-01,UNION,0.9019,0.9005340664896979,0.043702,0.04602475772424416,0.001366,6.287e-05,6.899e-05,524996.68
2025-09-01,PAYTM_PB,0.933989,0.9361504907306434,0.027254,0.026674695255424024,-0.002161,-5.766e-05,3.43e-06,243911.59
2025-09-01,IDFC,0.948094,0.947259891802722,0.030122,0.029977034163681398,0.000834,2.5e-05,2.47e-06,227282.31
2025-09-01,AU_SFB,0.929562,0.9288928043293585,0.021863,0.023113463448831563,0.000669,1.547e-05,1.68e-06,234270.7
2025-09-01,YES,0.93867,0.9389032939594737,0.037736,0.037863086381506324,-0.000233,-8.83e-06,-1.1e-06,276595.38
2025-09-01,AXIS,0.946855,0.9469212935675272,0.092083,0.09253603047373037,-6.6e-05,-6.13e-06,-7.56e-06,600614.15
2025-10-01,SBI,0.732967,0.9178093529104172,0.189318,0.1933122728323901,-0.184842,-0.0357323,4.964e-05,7353281.26
2025-10-01,RRB_GRAMIN,0.833155,0.8667256719616155,0.045357,0.046834161645162554,-0.033571,-0.00157225,9.382e-05,1077760.96
2025-10-01,BOB,0.904806,0.9106099330858838,0.058071,0.05662264032940485,-0.005804,-0.00032863,-2.843e-05,940850.54
2025-10-01,PNB,0.908688,0.9046905098545306,0.075155,0.07663738849788304,0.003997,0.00030636,3.787e-05,1102206.03
2025-10-01,ICICI,0.954378,0.9559988608119304,0.116854,0.1123537000594872,-0.001621,-0.00018211,0.00011594,929788.56
2025-10-01,AXIS,0.945459,0.9469212935675272,0.092529,0.09253603047373037,-0.001462,-0.00013531,-1.2e-07,828187.37
2025-10-01,AU_SFB,0.934708,0.9288928043293585,0.021334,0.023113463448831563,0.005815,0.00013441,2.39e-06,250683.61
2025-10-01,UNION,0.897638,0.9005340664896979,0.044457,0.04602475772424416,-0.002896,-0.00013329,4.657e-05,751753.97
2025-10-01,CANARA,0.909095,0.906629914405919,0.049312,0.05012777382650976,0.002465,0.00012357,1.926e-05,728739.25
2025-10-01,HDFC,0.959557,0.9589587771571062,0.151774,0.14815218829949545,0.000598,8.863e-05,0.00010403,981959.66
2025-10-01,KOTAK,0.953825,0.9526098065458085,0.060543,0.059770807062249194,0.001215,7.263e-05,1.728e-05,464983.84
2025-10-01,IDFC,0.948803,0.947259891802722,0.030151,0.029977034163681398,0.001543,4.626e-05,2.96e-06,249063.02
2025-10-01,YES,0.939764,0.9389032939594737,0.038258,0.037863086381506324,0.000861,3.259e-05,3.42e-06,370267.17
2025-10-01,PAYTM_PB,0.936438,0.9361504907306434,0.026886,0.026674695255424024,0.000288,7.67e-06,1.25e-06,257166.66
2025-11-01,SBI,0.733583,0.9178093529104172,0.188509,0.1933122728323901,-0.184226,-0.03561321,5.969e-05,7192034.4
2025-11-01,RRB_GRAMIN,0.834862,0.8667256719616155,0.04582,0.046834161645162554,-0.031864,-0.00149231,6.441e-05,1063263.43
