month,issuer_bank,attempted_txns,successful_txns,success_rate,attempted_value_inr,failed_value_inr,volume_share
2025-06-01,BOB,16022.0,14599.0,0.911185,5833511.88,580982.43,0.057613
2025-06-01,CANARA,13456.0,12278.0,0.912455,4760525.51,466265.13,0.048386
2025-06-01,HDFC,42100.0,40399.0,0.959596,14779443.34,717557.17,0.151385
2025-06-01,ICICI,31253.0,29873.0,0.955844,11006818.86,557049.3,0.112381
2025-06-01,IDFC,8203.0,7790.0,0.949653,3089543.16,197755.33,0.029497
2025-06-01,KOTAK,17047.0,16240.0,0.95266,5806030.88,315810.12,0.061299
2025-06-01,PAYTM_PB,7260.0,6806.0,0.937466,2652063.23,183482.35,0.026106
2025-06-01,PNB,21630.0,19536.0,0.90319,7897395.38,823950.45,0.077778
2025-06-01,RRB_GRAMIN,12636.0,10848.0,0.8585,4324622.12,627684.83,0.045437
2025-06-01,SBI,53915.0,49467.0,0.9175,18568883.1,1653145.31,0.193871
2025-06-01,UNION,12503.0,11252.0,0.899944,4409644.49,453099.21,0.044959
2025-06-01,YES,10493.0,9873.0,0.940913,3653704.41,236622.54,0.037731
2025-07-01,AU_SFB,6203.0,5761.0,0.928744,2197468.28,169483.71,0.022048
2025-07-01,AXIS,26413.0,24966.0,0.945216,9254238.58,544506.72,0.093884
2025-07-01,BOB,15593.0,14201.0,0.910729,5706760.95,507840.74,0.055424
2025-07-01,CANARA,13392.0,12118.0,0.904869,4726893.33,531075.12,0.047601
2025-07-01,HDFC,42783.0,41026.0,0.958932,15072819.8,621492.8,0.15207
2025-07-01,ICICI,32256.0,30834.0,0.955915,11289272.09,530951.55,0.114652
2025-07-01,IDFC,8564.0,8124.0,0.948622,3085036.31,175487.44,0.03044
2025-07-01,KOTAK,16965.0,16169.0,0.95308,5766204.31,307513.08,0.060301
2025-07-01,PAYTM_PB,7322.0,6856.0,0.936356,2504607.33,163613.2,0.026026
2025-07-01,PNB,21743.0,19635.0,0.903049,7886816.03,853601.84,0.077284
2025-07-01,RRB_GRAMIN,13033.0,11049.0,0.847771,4385212.17,690769.05,0.046325
2025-07-01,SBI,54024.0,49573.0,0.917611,18707606.5,1639038.0,0.192025
2025-07-01,UNION,12364.0,11093.0,0.897202,4465914.3,509317.68,0.043947
2025-07-01,YES,10683.0,10073.0,0.9429,3569643.1,226250.52,0.037972
2025-08-01,AU_SFB,6501.0,6047.0,0.930165,2376716.01,188241.08,0.021606
2025-08-01,AXIS,28341.0,26791.0,0.945309,9811778.06,617037.63,0.094189
2025-08-01,BOB,17019.0,15546.0,0.91345,6243221.36,564927.12,0.056561
2025-08-01,CANARA,14208.0,12824.0,0.90259,5108889.15,563096.01,0.047219
2025-08-01,HDFC,46373.0,44540.0,0.960473,16597993.64,829909.85,0.154117
2025-08-01,ICICI,34571.0,32972.0,0.953747,12343877.88,656846.98,0.114894
2025-08-01,IDFC,8924.0,8461.0,0.948117,3258649.92,178433.97,0.029658
2025-08-01,KOTAK,18094.0,17245.0,0.953078,6245437.38,310806.2,0.060134
2025-08-01,PAYTM_PB,7933.0,7409.0,0.933947,2812818.72,200768.5,0.026365
2025-08-01,PNB,23042.0,20799.0,0.902656,8369361.58,856080.09,0.076578
2025-08-01,RRB_GRAMIN,13692.0,11611.0,0.848013,4695053.18,763571.28,0.045504
2025-08-01,SBI,57800.0,47641.0,0.824239,20020505.92,3688339.85,0.192094
2025-08-01,UNION,12978.0,11736.0,0.9043,4618940.2,459386.63,0.043131
2025-08-01,YES,11418.0,10758.0,0.942197,3933630.06,243720.31,0.037947
2025-09-01,AU_SFB,7425.0,6902.0,0.929562,2837118.56,234270.7,0.021863
2025-09-01,AXIS,31273.0,29611.0,0.946855,10888476.93,600614.15,0.092083
2025-09-01,BOB,19569.0,17852.0,0.912259,7164842.48,665113.88,0.05762
2025-09-01,CANARA,16344.0,14797.0,0.905348,5869354.78,556892.5,0.048125
2025-09-01,HDFC,51729.0,49635.0,0.95952,17995073.61,790791.37,0.152315
2025-09-01,ICICI,39102.0,37414.0,0.956831,13657738.11,676094.41,0.115135
2025-09-01,IDFC,10230.0,9699.0,0.948094,3527857.55,227282.31,0.030122
2025-09-01,KOTAK,20429.0,19514.0,0.955211,7016177.15,342228.16,0.060153
2025-09-01,PAYTM_PB,9256.0,8645.0,0.933989,3333000.08,243911.59,0.027254
2025-09-01,PNB,26305.0,23822.0,0.905607,9585223.19,995332.98,0.077454
2025-09-01,RRB_GRAMIN,15271.0,12909.0,0.845328,5255810.87,855061.83,0.044965
2025-09-01,SBI,65028.0,47579.0,0.731669,22390678.75,6104054.86,0.191473
2025-09-01,UNION,14842.0,13386.0,0.9019,5152605.4,524996.68,0.043702
2025-09-01,YES,12816.0,12030.0,0.93867,4339194.12,276595.38,0.037736
2025-10-01,AU_SFB,8776.0,8203.0,0.934708,3156046.45,250683.61,0.021334
2025-10-01,AXIS,38063.0,35987.0,0.945459,12923402.35,828187.37,0.092529
2025-10-01,BOB,23888.0,21614.0,0.904806,8603181.2,940850.54,0.058071
2025-10-01,CANARA,20285.0,18441.0,0.909095,7210649.74,728739.25,0.049312
2025-10-01,HDFC,62434.0,59909.0,0.959557,21465850.7,981959.66,0.151774
2025-10-01,ICICI,48069.0,45876.0,0.954378,16799973.65,929788.56,0.116854
2025-10-01,IDFC,12403.0,11768.0,0.948803,4401494.06,249063.02,0.030151
2025-10-01,KOTAK,24905.0,23755.0,0.953825,8677594.16,464983.84,0.060543
2025-10-01,PAYTM_PB,11060.0,10357.0,0.936438,3991446.23,257166.66,0.026886
2025-10-01,PNB,30916.0,28093.0,0.908688,10977631.6,1102206.03,0.075155
2025-10-01,RRB_GRAMIN,18658.0,15545.0,0.833155,6363084.36,1077760.96,0.045357
2025-10-01,SBI,77878.0,57082.0,0.732967,26825607.1,7353281.26,0.189318
2025-10-01,UNION,18288.0,16416.0,0.897638,6267162.68,751753.97,0.044457
2025-10-01,YES,15738.0,14790.0,0.939764,5342724.26,370267.17,0.038258
2025-11-01,AU_SFB,8604.0,8028.0,0.933054,3034826.49,223064.38,0.021657
2025-11-01,AXIS,36588.0,34584.0,0.945228,12760018.04,784149.06,0.092097
2025-11-01,BOB,23107.0,20983.0,0.90808,8503609.31,819566.66,0.058164
2025-11-01,CANARA,18761.0,17007.0,0.906508,6655932.73,664885.11,0.047224
2025-11-01,HDFC,60923.0,58459.0,0.959556,21268176.47,986234.56,0.153352
2025-11-01,ICICI,46359.0,44218.0,0.953817,16208947.1,940222.19,0.116692
2025-11-01,IDFC,12340.0,11666.0,0.945381,4419271.78,240992.48,0.031062
2025-11-01,KOTAK,23719.0,22588.0,0.952317,8172335.15,415001.27,0.059704
2025-11-01,PAYTM_PB,10859.0,10168.0,0.936366,3728546.02,258582.61,0.027334
2025-11-01,PNB,30235.0,27332.0,0.903985,10965863.71,1084741.7,0.076106
2025-11-01,RRB_GRAMIN,18203.0,15197.0,0.834862,6313561.49,1063263.43,0.04582
2025-11-01,SBI,74890.0,54938.0,0.733583,25905330.31,7192034.4,0.188509
2025-11-01,UNION,17667.0,15849.0,0.897096,5999668.42,648974.2,0.04447
2025-11-01,YES,15021.0,14075.0,0.937022,5094820.77,353767.56,0.03781
2025-12-01,AU_SFB,7881.0,7312.0,0.927801,2817613.57,211986.19,0.021917
2025-12-01,AXIS,33246.0,31425.0,0.945226,11521793.43,716480.79,0.092455
2025-12-01,BOB,20660.0,18776.0,0.908809,7497234.77,666483.22,0.057454
2025-12-01,CANARA,16943.0,15360.0,0.906569,6082202.64,661247.45,0.047117
2025-12-01,HDFC,55061.0,52786.0,0.958682,18945015.3,872147.53,0.153121
2025-12-01,ICICI,42164.0,40205.0,0.953539,14539151.64,759915.21,0.117255
2025-12-01,IDFC,10965.0,10375.0,0.946192,3890862.78,241715.77,0.030493
2025-12-01,KOTAK,21711.0,20624.0,0.949933,7525038.95,408234.31,0.060377
2025-12-01,PAYTM_PB,9525.0,8945.0,0.939108,3265181.81,220213.16,0.026488
2025-12-01,PNB,27238.0,24687.0,0.906344,9722483.12,1009940.28,0.075747
2025-12-01,RRB_GRAMIN,16883.0,14119.0,0.836285,5834904.28,911110.16,0.04695
2025-12-01,SBI,67814.0,49842.0,0.734981,23096711.47,6190076.44,0.188586
2025-12-01,UNION,16024.0,14453.0,0.90196,5301616.19,535357.13,0.044562
2025-12-01,YES,13477.0,12678.0,0.940714,4562247.7,290830.05,0.037479
2026-01-01,AU_SFB,7334.0,6838.0,0.93237,2706380.13,210498.46,0.021917
2026-01-01,AXIS,31031.0,29370.0,0.946473,10969199.78,721130.55,0.092734
2026-01-01,BOB,19322.0,17572.0,0.90943,6883693.34,676969.54,0.057743
2026-01-01,CANARA,15886.0,14495.0,0.912439,5554925.37,630061.96,0.047474
2026-01-01,HDFC,51140.0,49021.0,0.958565,17806990.71,887377.52,0.152829
2026-01-01,ICICI,38996.0,37257.0,0.955406,13379445.52,691664.95,0.116537
2026-01-01,IDFC,10376.0,9818.0,0.946222,3538012.82,208506.37,0.031008
2026-01-01,KOTAK,20129.0,19155.0,0.951612,6987487.41,371363.39,0.060154
2026-01-01,PAYTM_PB,9040.0,8428.0,0.932301,3018545.92,223287.59,0.027015
2026-01-01,PNB,25581.0,23180.0,0.906141,9226133.29,896601.4,0.076447
2026-01-01,RRB_GRAMIN,15209.0,12663.0,0.832599,5311668.0,897548.07,0.045451
2026-01-01,SBI,63224.0,46559.0,0.736413,21511712.5,5865401.78,0.188941
2026-01-01,UNION,14769.0,13303.0,0.900738,4899152.93,536468.91,0.044136
2026-01-01,YES,12586.0,11860.0,0.942317,4150369.23,278918.87,0.037612
2026-02-01,AU_SFB,7482.0,6966.0,0.931034,2588384.99,200437.49,0.022476
2026-02-01,AXIS,30557.0,28900.0,0.945773,10312307.2,627258.8,0.091794
2026-02-01,BOB,19002.0,17279.0,0.909325,6746290.68,667483.19,0.057083
2026-02-01,CANARA,15955.0,14560.0,0.912567,5540161.56,534373.99,0.047929
2026-02-01,HDFC,51217.0,49079.0,0.958256,17705325.74,799500.13,0.153857
2026-02-01,ICICI,38786.0,37009.0,0.954184,13389148.13,728994.42,0.116514
2026-02-01,IDFC,10405.0,9801.0,0.941951,3632652.96,248975.15,0.031257
2026-02-01,KOTAK,20710.0,19716.0,0.952004,6984644.32,358669.69,0.062213
2026-02-01,PAYTM_PB,8990.0,8385.0,0.932703,3028712.93,220702.33,0.027006
2026-02-01,PNB,25216.0,22844.0,0.905933,9090152.39,893461.41,0.07575
2026-02-01,RRB_GRAMIN,15132.0,12576.0,0.831086,5276647.74,880163.43,0.045457
2026-02-01,SBI,62126.0,51231.0,0.824631,20837344.99,3811231.18,0.186628
2026-02-01,UNION,14915.0,13450.0,0.901777,4893409.98,504619.7,0.044805
2026-02-01,YES,12393.0,11624.0,0.937949,4312609.66,279326.64,0.037229
2026-03-01,AU_SFB,8532.0,7942.0,0.930849,3126824.74,210841.63,0.022166
2026-03-01,AXIS,35657.0,33723.0,0.945761,12106130.81,715499.23,0.092636
2026-03-01,BOB,22166.0,20199.0,0.91126,8000063.76,758084.16,0.057587
2026-03-01,CANARA,18203.0,16562.0,0.90985,6364620.76,626589.38,0.047291
2026-03-01,HDFC,59046.0,56683.0,0.95998,20592625.95,1017364.45,0.1534
2026-03-01,ICICI,45352.0,43328.0,0.955371,15646741.76,811219.92,0.117823
2026-03-01,IDFC,11790.0,11153.0,0.945971,4139181.67,252218.97,0.03063
2026-03-01,KOTAK,23634.0,22556.0,0.954388,7982479.82,410405.31,0.0614
2026-03-01,PAYTM_PB,10233.0,9570.0,0.93521,3330280.86,251807.33,0.026585
2026-03-01,PNB,28864.0,26043.0,0.902266,10459481.46,1139934.38,0.074988
2026-03-01,RRB_GRAMIN,17408.0,14311.0,0.822093,6091630.58,1092500.9,0.045225
2026-03-01,SBI,71966.0,66099.0,0.918475,24454989.15,2070935.45,0.186965
2026-03-01,UNION,17439.0,15736.0,0.902345,5795671.63,648496.72,0.045306
2026-03-01,YES,14626.0,13775.0,0.941816,5079624.28,307272.36,0.037998
2026-04-01,AU_SFB,8246.0,7692.0,0.932816,2811259.81,208566.87,0.02218
2026-04-01,AXIS,34777.0,32928.0,0.946833,11923666.38,756758.02,0.093542
2026-04-01,BOB,21473.0,19576.0,0.911656,7655724.5,692617.32,0.057757
2026-04-01,CANARA,17425.0,15840.0,0.909039,6010639.65,575505.59,0.046869
2026-04-01,HDFC,56791.0,54507.0,0.959782,19651594.54,866292.05,0.152754
2026-04-01,ICICI,43222.0,41328.0,0.95618,14975279.29,873284.95,0.116257
2026-04-01,IDFC,11348.0,10790.0,0.950828,3866835.62,231355.66,0.030523
2026-04-01,KOTAK,22760.0,21687.0,0.952856,7814079.05,427549.38,0.061219
2026-04-01,PAYTM_PB,9855.0,9240.0,0.937595,3182011.93,220882.16,0.026508
2026-04-01,PNB,27906.0,25129.0,0.900487,9974835.63,1053828.92,0.075061
2026-04-01,RRB_GRAMIN,16972.0,13840.0,0.815461,5765128.82,1110989.61,0.045651
2026-04-01,SBI,70176.0,64438.0,0.918234,23628272.94,2057785.27,0.188757
2026-04-01,UNION,16814.0,15182.0,0.902938,5611525.51,528703.38,0.045226
2026-04-01,YES,14015.0,13253.0,0.94563,4746795.19,296557.83,0.037697
2026-05-01,AU_SFB,8186.0,7598.0,0.92817,2944951.62,215262.97,0.021778
2026-05-01,AXIS,34784.0,32883.0,0.945348,12143116.4,676301.27,0.09254
2026-05-01,BOB,22086.0,20128.0,0.911347,7948458.78,743378.26,0.058758
2026-05-01,CANARA,17751.0,16117.0,0.907949,6137407.41,584657.08,0.047225
2026-05-01,HDFC,57094.0,54796.0,0.959751,19978945.08,893545.42,0.151893
2026-05-01,ICICI,44020.0,42129.0,0.957042,15223270.59,771562.72,0.117111
2026-05-01,IDFC,11470.0,10835.0,0.944638,3895837.3,235793.76,0.030515
2026-05-01,KOTAK,23218.0,22134.0,0.953312,8058525.6,400555.85,0.061769
2026-05-01,PAYTM_PB,10239.0,9560.0,0.933685,3506420.91,257568.47,0.02724
2026-05-01,PNB,28197.0,25452.0,0.902649,10021386.65,1015445.55,0.075016
2026-05-01,RRB_GRAMIN,17184.0,14090.0,0.819949,5950153.74,1106467.27,0.045716
2026-05-01,SBI,70499.0,64881.0,0.920311,23766643.27,2058378.16,0.187556
2026-05-01,UNION,16937.0,15245.0,0.9001,5793883.81,612205.59,0.045059
2026-05-01,YES,14217.0,13357.0,0.939509,4828922.88,337527.49,0.037823
2026-06-01,AU_SFB,7893.0,7305.0,0.925504,2871677.51,239174.69,0.022243
2026-06-01,AXIS,32733.0,30962.0,0.945896,11448039.19,718166.79,0.092243
2026-06-01,BOB,20635.0,18713.0,0.906857,7160004.26,680467.97,0.058151
2026-06-01,CANARA,16762.0,15239.0,0.90914,5743150.43,549662.83,0.047236
2026-06-01,HDFC,54032.0,51881.0,0.96019,18690153.86,850929.62,0.152265
2026-06-01,ICICI,41486.0,39589.0,0.954274,14135127.61,779563.05,0.11691
2026-06-01,IDFC,10993.0,10438.0,0.949513,3731396.04,199734.15,0.030979
2026-06-01,KOTAK,21451.0,20417.0,0.951797,7319414.9,389472.32,0.06045
2026-06-01,PAYTM_PB,9469.0,8812.0,0.930616,3219834.13,226085.77,0.026684
2026-06-01,PNB,26384.0,23818.0,0.902744,9392928.55,946663.59,0.074351
